site_name,site_category_path,category_path_url,product_id,SKU_Varient,Product name,product_description,pt_product_url,Regular_price,Regular_Price_Range,Shipping,markdown_price,final_price,Mode price,Price B,Brand,Brand S,Brand B,Brands carried by DSG,Buybox_Winner_Vendor_Name,features,additional_information,extraction_date,mpn,Page_Title,Reviews (Count),Average Ratings,Review Bucket,Rating Bucket,UPC,Techincal_details,Count_of_pins,FB_Data,Count_of_Tweets,Count_of_G+1,Size,Position,Position B,Throw,ID_Hand,Hand Varient,ID_Size,Size Varient,Carried by DSG,Competitor 1,Competitor 1_SKU_ID,Competitor 1_URL,Competitor 2,Competitor 2_SKU_ID,Competitor 2_URL,Competitor 3,Competitor 3_SKU_ID,Competitor 3_URL,Competitor 4,Competitor 4_SKU_ID,Competitor 4_URL,Competitor 5,Competitor 5_SKU_ID,Competitor 5_URL,Competitor 6,Competitor 6_SKU_ID,Competitor 6_URL,Competitor 7,Competitor 7_SKU_ID,Competitor 7_URL,Social Signals,TDS,TDS Bucket
Homerunmonkey,"Home #||# Equipment #||# Gloves #||# Baseball Gloves #||# Rawlings Gamer XLE 11.5"" Pro Taper Royal Baseball Glove",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves.html,rwl-bg-g115ptr,n/a,"Rawlings Gamer XLE 11.5"" Pro Taper Royal Baseball Glove","Details This GG Gamer XLE Pro Taper baseball glove from Rawlings features the Basket Web pattern, which was the first flexible web that made the glove easier to squeeze. With its 11 1/2"" pattern, smaller hand opening, and lowered finger stalls, this glove is perfect for middle infielders or pitchers at the Youth level. The GG Gamer XLE series features PORON XRD impact absorption padding and an exclusive limited edition color-way. With Rawlings pro patterns, pro grade laces and pro soft leather, this series is ideal for the player looking for a game-ready glove in the same pattern as their favorite pro player. Recommended for youth or younger player#||#Pro soft leather shell#||#30% player break-in#||#Full-grain leather lace#||#Deer-tanned cowhide lining#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves/rawlings-baseball-glove-g115ptr-gamers-lxe-royal.html,168.99,n/a,n/a,139.99,139.99,139.99,$100 to $200,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,n/a,27-03-2015 17:58,n/a,"Rawlings Gamer XLE 11.5"" Pro Taper Royal Baseball Glove - Baseball Gloves - Gloves - Equipment",n/a,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,11.5,Utility,Utility,n/a,n/a,n/a,rwl-bg-g1125pto#11.25#11.5,2,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,10,6–20
Homerunmonkey,"Home #||# Equipment #||# Gloves #||# Baseball Gloves #||# Rawlings Gamer XLE 11.75"" Scarlet/Grey Baseball Glove",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves.html,rwl-bg-g1175sg,n/a,"Rawlings Gamer XLE 11.75"" Scarlet/Grey Baseball Glove","Details This GG Gamer XLE baseball glove from Rawlings features the Modified Trap-Eze Web pattern, which is an extremely strong web that provides ball snagging functionality. With its 11 1/2"" pattern, this glove is our most popular model and at the Pro Level is primarily used at the shortstop/pitcher position and at the collegiant/highschool level it can be used at 2nd, 3rd, and shortstop. The GG Gamer XLE series features PORON XRD impact absorption padding and an exclusive limited edition color-way. With Rawlings pro patterns, pro grade laces and pro soft leather, this series is ideal for the player looking for a game-ready glove in the same pattern as their favorite pro player. Recommended for adult or elite player#||#Pro soft leather shell#||#30% player break-in#||#Full-grain leather lace#||#Deer-tanned cowhide lining#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves/rawlings-baseball-glove-g1175sg-gamers-lxe-scarlet-grey.html,168.99,n/a,n/a,139.99,139.99,139.99,$100 to $200,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,n/a,27-03-2015 17:58,n/a,"Rawlings Gamer XLE 11.75"" Scarlet/Grey Baseball Glove - Baseball Gloves - Gloves - Equipment",n/a,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,11.5,Pitcher,Others,n/a,n/a,n/a,rwl-bg-g11ptgr#11#11.5#12.75#11.5#11.75#11.75#11.75,7,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,10,6–20
Homerunmonkey,"Home #||# Equipment #||# Gloves #||# Training Gloves #||# Rawlings Gold Glove Gamer G95XT 9.5"" Baseball Training Glove",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-youth-gloves.html,rwl-bg-g95xt,n/a,"Rawlings Gold Glove Gamer G95XT 9.5"" Baseball Training Glove","Details Utilizes pro quality materials and designs including authentic Rawlings Pro Patterns and high-quality US made Pro Grade Laces#||#Pro soft leather that allows for a quicker, easier break-in, and full grain finger linings, these gloves maximize comfort and durability#||#Pro soft leather shell#||#Pro grade leather lace#||#Deer-tanned cowhide lining#||#Moldable padding#||#PORON XRD palm pad drastically reduces the impact of the ball#||#9.5"" training model#||#Semi-Conventional back#||#Single-post web#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-training-gloves/homerun-rawlings-baseball-glove-g95xt-gold-glove-gamer-training-glove.html,79.99,n/a,n/a,74.99,74.99,74.99,$50 to $100,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,n/a,27-03-2015 18:02,n/a,"Rawlings Gold Glove Gamer G95XT 9.5"" Baseball Training Glove - Training Gloves - Gloves - Equipment",n/a,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,9.5,n/a,NA,n/a,n/a,n/a,rwl-bg-g95xt#9.5,1,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17,17,6–20
Homerunmonkey,"Home #||# Equipment #||# Gloves #||# Baseball Gloves #||# Rawlings GG Gamer Pro Taper HomerunMonkey Exclusive GCM32PT 32"" Baseball Catcher's Mitt",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves.html,rwl-bg-gcm32pt,6805,"Rawlings GG Gamer Pro Taper HomerunMonkey Exclusive GCM32PT 32"" Baseball Catcher's Mitt","Details Built to provide quick and easy break in#||#Soft, full-grain leather shell for game-ready feel#||#Authentic Rawlings position-specific pro-pattern#||#Leather palm pads and index finger pads reduce ball impact#||#Pro Taper glove is a pro pattern designed for players with smaller hands for improved fit and functionality#||#USA-tanned leather laces#||#32"" catcher's model#||#Conventional open back#||#1-piece solid web#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves/homerun-rawlings-baseball-glove-gcm32pt-gg-gamer-pro-taper-smu-catchers-mitt.html,99.99,n/a,n/a,84.99,84.99,84.99,$50 to $100,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,Right-Handed Throw,27-03-2015 17:56,n/a,"Rawlings GG Gamer Pro Taper HomerunMonkey Exclusive GCM32PT 32"" Baseball Catcher's Mitt - Baseball Gloves - Gloves - Equipment",n/a,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,32,Catcher,Catcher,Right Hand,rwl-bg-gcm32pt#Right-Handed,1,rwl-bg-g112pt#11.25#32,2,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,10,6–20
Homerunmonkey,"Home #||# Equipment #||# Gloves #||# Baseball Gloves #||# Rawlings Gamer DCX GDC1275 12.75"" Baseball Glove",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves.html,rwl-bg-gdc1275,6793,"Rawlings Gamer DCX GDC1275 12.75"" Baseball Glove","Details When you take the field with your Gamer, you can be confident that you have the tools to perform your very best#||#Gloves from the Gamer Dual Core Series are constructed with moldable padding designed to form to each player's unique hand shape and catching style#||#High-quality materials including full-grain leather palm and finger back linings and Tennesse tanned laces#||#PORON XRD impact absorbtion padding#||#12.75"" pattern#||#Pro H-web#||#Conventional back#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves/rawlings-baseball-glove-gamer-dcx-gdc1275.html,104.99,n/a,n/a,74.98,74.98,74.98,$50 to $100,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,Left-Handed Throw,27-03-2015 17:58,n/a,"Rawlings Gamer DCX GDC1275 12.75"" Baseball Glove - Baseball Gloves - Gloves - Equipment",n/a,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,12.75,n/a,NA,Left Hand,rwl-bg-gdc1275#Left-Handed,1,rwl-bg-gdc1250#12.5#12.75,2,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,10,6–20
Homerunmonkey,"Home #||# Equipment #||# Gloves #||# Baseball Gloves #||# Rawlings Gold Glove Gamer GFBMB 12.5"" Baseball First Base Mitt",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves.html,rwl-bg-gfbmb,6793,"Rawlings Gold Glove Gamer GFBMB 12.5"" Baseball First Base Mitt","Details Utilizes pro quality materials and designs including authentic Rawlings Pro Patterns and high-quality US made Pro Grade Laces#||#Pro soft leather that allows for a quicker, easier break-in, and full grain finger linings, these gloves maximize comfort and durability#||#Pro soft leather shell#||#Pro grade leather lace#||#Deer-tanned cowhide lining#||#Moldable padding#||#PORON XRD palm pad drastically reduces the impact of the ball#||#12.5"" first base model#||#Conventional back#||#Single-post web#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves/homerun-rawlings-baseball-glove-gfbmb-gold-glove-gamer-first-base-mitt.html,109.99,n/a,n/a,80.99,80.99,80.99,$50 to $100,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,Left-Handed Throw,27-03-2015 17:56,n/a,"Rawlings Gold Glove Gamer GFBMB 12.5"" Baseball First Base Mitt - Baseball Gloves - Gloves - Equipment",4,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,12.5,First Base,First Base,Left Hand,rwl-bg-gfbmb#Right-Handed#Left-Handed,2,rwl-bg-g204b#11.5#12#12.75#11.75##11.25#32.5#12.5,8,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19,23,20–50
Homerunmonkey,Home #||# Equipment #||# Gloves #||# Baseball Gloves #||# Rawlings Gold Glove Gamer Pro Taper GG1150G Baseball Glove,http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves.html,rwl-bg-gg1150g,6793,Rawlings Gold Glove Gamer Pro Taper GG1150G Baseball Glove,"Details Designed for a player with a smaller hand to be able to have a pro pattern glove with the same functionality#||#Utilizes pro quality materials and designs#||#Tumbled Pro Soft leather allows for a quicker, easier break-in#||#Full grain finger linings maximize comfort and durability#||#TT Pro lace#||#Moldable padding#||#Conventional back#||#11½"" pitcher/infield model#||#Basket Web#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves/homerun-rawlings-baseball-glove-gold-glove-gamer-pro-taper-gg1150g.html,99.99,n/a,n/a,74.98,74.98,74.98,$50 to $100,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,Left-Handed Throw,27-03-2015 17:56,n/a,Rawlings Gold Glove Gamer Pro Taper GG1150G Baseball Glove - Baseball Gloves - Gloves - Equipment,1,5,Less than 10,04-May,n/a,n/a,n/a,n/a,n/a,n/a,11.5,Utility,Utility,Left Hand,rwl-bg-gg1150g#Left-Handed,1,rwl-bg-g1102pt#11#11.25#11.5#12.25,4,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,13,6–20
Homerunmonkey,"Home #||# Equipment #||# Gloves #||# Youth Gloves #||# Rawlings Gold Glove Bull Pro Taper GGB1103 11"" Baseball Glove",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-youth-gloves.html,rwl-bg-ggb1103,6805,"Rawlings Gold Glove Bull Pro Taper GGB1103 11"" Baseball Glove","Details Bull Series gloves are manufactured to Rawlings Gold Glove quality standards#||#Pro Taper glove designed for players with smaller ahands for improved fit and functionality#||#Authentic Rawlings Pro Pattern#||#Soft, oil tanned full grain leather shell#||#Game ready feel with palm pads and index finger pads to reduce ball impact#||#11"" utility model#||#Basket web#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-youth-gloves/homerun-rawlings-baseball-glove-gold-glove-bull-ggb1103-pro-taper.html,59.99,n/a,n/a,41.98,41.98,41.98,$25 to $50,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,Right-Handed Throw,27-03-2015 18:03,n/a,"Rawlings Gold Glove Bull Pro Taper GGB1103 11"" Baseball Glove - Youth Gloves - Gloves - Equipment",1,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,11,Utility,Utility,Right Hand,rwl-bg-ggb1103#Right-Handed,1,rwl-bg-ggb1072#10.75#11,2,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13,14,6–20
Homerunmonkey,"Home #||# Equipment #||# Gloves #||# Baseball Gloves #||# Rawlings GG Gamer GGDJ2 Derek Jeter Model 11.5"" Baseball Glove",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves.html,rwl-bg-ggdj2,6805,"Rawlings GG Gamer GGDJ2 Derek Jeter Model 11.5"" Baseball Glove","Details Rawlings salutes and celebrates Derek Jeter's extraordinary career with this same pattern replica glove#||#Built to provide quick and easy break-in#||#Soft, full-grain leather shell for game ready feel#||#Leather palm and index finger pads diminishes ball impact#||#USA-tanned leather lacing for durability#||#11.5"" infield model#||#Conventional back#||#Basket-Web#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves/rawling-baseball-glove-ggdj2-gg-gamer-derek-jeter-model.html,119.99,n/a,n/a,99.99,99.99,99.99,$50 to $100,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,Right-Handed Throw,27-03-2015 17:58,n/a,"Rawlings GG Gamer GGDJ2 Derek Jeter Model 11.5"" Baseball Glove - Baseball Gloves - Gloves - Equipment",n/a,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,11.5,Infielder,Infielder,Right Hand,rwl-bg-ggdj2#Right-Handed,1,rwl-bg-ggdj2#11.5,1,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,10,6–20
Homerunmonkey,"Home #||# Equipment #||# Gloves #||# Baseball Gloves #||# Rawlings GG Gamer GGHARP34S Bryce Harper Model 12.75"" Baseball Glove",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves.html,rwl-bg-ggharp34s,6805,"Rawlings GG Gamer GGHARP34S Bryce Harper Model 12.75"" Baseball Glove","Details Same pattern worn by Bryce Harper#||#Super-soft, game-ready feel and full-grain finger linings#||#Built to provide quick and easy break-in#||#Soft, full-grain leather shell for game-ready feel#||#Leather palm and index finger pads dimished ball impact#||#USA-tanned leather lacing for durability#||#12.75"" outfield pattern#||#Pro H web#||#Conventional back#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves/rawlings-baseball-glove-ggharp34s-gg-gamer-bryce-harper-model.html,132.99,n/a,n/a,109.99,109.99,109.99,$100 to $200,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,Right-Handed Throw,27-03-2015 17:58,n/a,"Rawlings GG Gamer GGHARP34S Bryce Harper Model 12.75"" Baseball Glove - Baseball Gloves - Gloves - Equipment",n/a,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,12.75,Outfielder,Outfielder,Right Hand,rwl-bg-ggharp34s#Right-Handed,1,rwl-bg-ggharp34s#12.75,1,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11,11,6–20
Homerunmonkey,Home #||# Equipment #||# Gloves #||# Baseball Gloves #||# Rawlings Gold Glove Legend GGL302CV Baseball Glove,http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves.html,rwl-bg-ggl302cv,6793,Rawlings Gold Glove Legend GGL302CV Baseball Glove,"Details Featuring the same game-day patterns and position-specific models of your favorite baseball legends, this glove has been designed with both style and feel in mind#||#Gold Glove Legend gloves showcase a soft leather which allows for an easier, quicker break-in#||#Also included is Poron XRD palm padding to drastically reduce ball impact#||#Pro grade leather lace#||#Deer-tanned cowhide lining#||#Moldable padding#||#12 3/4"" outfield model#||#Pro H web#||#Conventional back#||#Age Group: Adult, Gender: Men's, Sport: Baseball, Style: Left Handed Throw",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves/homerun-rawlings-baseball-glove-gold-glove-legend-ggl302cv.html,104.99,n/a,n/a,74.98,74.98,74.98,$50 to $100,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,Left-Handed Throw,27-03-2015 17:56,n/a,Rawlings Gold Glove Legend GGL302CV Baseball Glove - Baseball Gloves - Gloves - Equipment,3,5,Less than 10,04-May,n/a,n/a,n/a,n/a,n/a,n/a,12.75,Outfielder,Outfielder,Left Hand,rwl-bg-ggl302cv#Left-Handed,1,rwl-bg-ggl302cv#12.75,1,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18,21,20–50
Homerunmonkey,"Home #||# Equipment #||# Gloves #||# Youth Gloves #||# Rawlings GG Gamer GGNP2MOD Exclusive Sherry 11.25"" Baseball Glove",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-youth-gloves.html,rwl-bg-ggnp2mod,6805,"Rawlings GG Gamer GGNP2MOD Exclusive Sherry 11.25"" Baseball Glove","Details Exclusive Sherry colored shell leather#||#Built to provide quick and easy break in#||#Soft, full-grain leather shell for game-ready feel#||#Authentic Rawlings position-specific pro-pattern#||#Leather palm pads and index finger pads reduce ball impact#||#USA-tanned leather laces#||#11.25"" infield model#||#Conventional open back#||#V web#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-youth-gloves/rawlings-baseball-glove-ggnp2mod-gg-gamer-exclusive-sherry.html,102.99,n/a,n/a,84.99,84.99,84.99,$50 to $100,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,Right-Handed Throw,27-03-2015 18:04,n/a,"Rawlings GG Gamer GGNP2MOD Exclusive Sherry 11.25"" Baseball Glove - Youth Gloves - Gloves - Equipment",n/a,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,11.25,Infielder,Infielder,Right Hand,rwl-bg-ggnp2mod#Right-Handed,1,rwl-bg-gg11modpt#11#11.5#11.25,3,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,10,6–20
Homerunmonkey,"Home #||# Equipment #||# Gloves #||# Baseball Gloves #||# Rawlings Gamer XLE GXLE117NOW 11.75"" HomerunMonkey Exclusive Baseball Glove",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves.html,rwl-bg-gxle117now,6805,"Rawlings Gamer XLE GXLE117NOW 11.75"" HomerunMonkey Exclusive Baseball Glove","Details Rawlings' Gamer XLE in HomerunMonkey exclusive neon colors!#||#Custom color look combined with pro performance designs#||#Lightweight, soft, full-grain leather shell for game-ready feel#||#PORON XRD palm pads significantly reduce ball impact#||#Authentic Rawlings pro-pattern#||#USA-tanned leather laces#||#11.75"" infield pattern#||#Pro V-web#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves/rawlings-baseball-glove-gamer-xle-gxle117now.html,129.99,n/a,n/a,109.99,109.99,109.99,$100 to $200,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,Right-Handed Throw,27-03-2015 17:58,n/a,"Rawlings Gamer XLE GXLE117NOW 11.75"" HomerunMonkey Exclusive Baseball Glove - Baseball Gloves - Gloves - Equipment",n/a,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,11.75,Infielder,Infielder,Right Hand,rwl-bg-gxle117now#Right-Handed,1,rwl-bg-gxle4now#11.5#11.25#11.75,3,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,10,6–20
Homerunmonkey,"Home #||# Equipment #||# Gloves #||# Baseball Gloves #||# Rawlings GG Gamer XP HomerunMonkey Exclusive GXP204V 11.5"" Baseball Glove",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves.html,rwl-bg-gxp204v,6805,"Rawlings GG Gamer XP HomerunMonkey Exclusive GXP204V 11.5"" Baseball Glove","Details Built to provide quick and easy break in#||#Soft, full-grain leather shell for game-ready feel#||#Authentic Rawlings position-specific pro-pattern#||#PORON XRD palm pads significantly reduce ball impact#||#USA-tanned leather laces#||#11.5"" infield model#||#Conventional open back#||#V web#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves/homerun-rawlings-baseball-glove-gxp204v-gg-gamer-xp-smu.html,99.99,n/a,n/a,84.99,84.99,84.99,$50 to $100,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,Right-Handed Throw,27-03-2015 17:56,n/a,"Rawlings GG Gamer XP HomerunMonkey Exclusive GXP204V 11.5"" Baseball Glove - Baseball Gloves - Gloves - Equipment",1,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,11.5,Infielder,Infielder,Right Hand,rwl-bg-gxp204v#Right-Handed,1,rwl-bg-gxp1125bc#11.25#12.75#12#11.5,4,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,13,6–20
Homerunmonkey,"Home #||# Equipment #||# Gloves #||# Baseball Gloves #||# Rawlings GG Gamer XP GXPNP2 11.25"" Baseball Glove",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves.html,rwl-bg-gxpnp2,n/a,"Rawlings GG Gamer XP GXPNP2 11.25"" Baseball Glove","Details Rawlings pro patterns, USA pro grade laces and pro soft shell leather all work together in the GG Gamer XP Series#||#PORON XRD palm and index finger padding for additional protections#||#Constructed with full-grain leather palm and finger linings#||#Designed to maintain comfort and functionality#||#11 1/4"" infield model#||#Conventional back#||#1-piece solid web#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves/homerun-rawlings-baseball-glove-gg-gamer-xp-gxpnp2.html,99.99,n/a,n/a,84.98,84.98,84.98,$50 to $100,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,n/a,27-03-2015 17:56,n/a,"Rawlings GG Gamer XP GXPNP2 11.25"" Baseball Glove - Baseball Gloves - Gloves - Equipment",n/a,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,11.25,Infielder,Infielder,n/a,n/a,n/a,rwl-bg-gxp302-6#12.75#32.5#11.25,3,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,10,6–20
Homerunmonkey,"Home #||# Equipment #||# Gloves #||# Baseball Gloves #||# Rawlings Heritage Pro HP1200 12"" Baseball Glove",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves.html,rwl-bg-hp1200,6805,"Rawlings Heritage Pro HP1200 12"" Baseball Glove","Details Utilizing the most popular patterns of today's game, the Heritage Pro series will promote player confidence no matter what position you play#||#Combines Rawlings heritage with a pro player influence#||#Crafted from authentic Rawlings Pro Patterns#||#Pre-oiled shell leather breaks in to your preference#||#Soft full-grain leather palm and fingerback linings combine for unmatched comfort#||#USA tanned leather lacing for durability#||#12"" infield/pitcher model#||#Slanted Basket-Web#||#Conventional back#||#",http://www.homerunmonkey.com/equipment/homerun-gloves/homerun-baseball-gloves/rawlings-baseball-glove-hp1200-heritage-pro.html,209.99,n/a,n/a,189.99,189.99,189.99,$100 to $200,Rawlings,Rawlings,Rawlings,Yes,n/a,n/a,Right-Handed Throw,27-03-2015 17:58,n/a,"Rawlings Heritage Pro HP1200 12"" Baseball Glove - Baseball Gloves - Gloves - Equipment",n/a,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,12,Utility,Utility,Right Hand,rwl-bg-hp1200#Left-Handed#Right-Handed,2,rwl-bg-hp1150#11.5#12,2,No,Dicks Sporting Goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,10,6–20
Homerunmonkey,Home #||# Rawlings Heritage Pro HP1275 12.75&quot; Baseball Glove,n/a,rwl-bg-hp1275,6793,Rawlings Heritage Pro HP1275 12.75&quot; Baseball Glove,"Details Rawlings’ Heritage Pro line of baseball gloves carries the most popular models for the specific positions on the field. Utilizing a pre-oiled, full-grain leather, this line of gloves provides a game ready pattern, without lacking quality. The HP1275 is 12.75” in length, ideal for an outfielder. . This glove features Rawlings’ Pro-H web, looking as describe, an “H”. The H design creates a deep pocket for ease in scooping grounders and eating up fly balls – as well as spaces in the web for a balance of visibility through the glove for a high-fly, while blocking some of the sun’s rays. The shell, palm and web are composed of Rawlings’ pre-oiled, full grain leather. This leather provides a soft texture for easy break-in, but will maintain longevity with proper care. Keeping the glove together, the lacing throughout the Heritage Pro series is made from USA-tanned leather. This leather is extremely strong, so the player can worry less about a hard hit or fast thrown ball breaking brittle laces, and more about securing the ball in the pocket. Looking at the inside, the glove is lined with a soft, full-grain leather for smooth, unmatched comfort. The hand opening features a conventional, open back with a laced binding. The conventional back allows for extra ventilation, while the laced binding provides a secure and snug fit – keeping the glove in place, even during the toughest plays. Upon arrival, the Heritage Pro is about 70% factory broken-in, leaving the player to do about 30% of the work. This ratio provides a practically game ready glove that can still be molded to the player’s desired shape and feel.",http://www.homerunmonkey.com/rawlings-baseball-glove-hp1275-heritage-pro.html,189.99,n/a,n/a,189.99,189.99,189.99,$100 to $200,n/a,n/a,Rawlings,Yes,n/a,n/a,n/a,42108.67759,n/a,Rawlings Heritage Pro HP1275 12.75&quot; Baseball Glove,n/a,n/a,NA,NA,n/a,n/a,n/a,n/a,n/a,n/a,12.75,Outfielder,Outfielder,both,rwl-bg-hp1275#Right Handed#Left Handed,2,rwl-bg-hp1275#12.75,1,Yes,Dicks Sporting Goods,Dicks Sporting Goods_47832236,http://www.dickssportinggoods.com/product/index.jsp?productId=47832236&cp=4406646.4413887.4414014.4414038.11478337,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,10,6–20
